"This colour naming dataset was collected @colornaming.net and published in Mylonas, D., & MacDonald, L. (2016). Augmenting basic colour terms in English. Color Research & Application, 41(1), 32�42. https://doi.org/10.1002/col.21944",,,,
It is licenced under CC BY-NC (Attribution-NonCommercial): https://creativecommons.org/licenses/by-nc/4.0/deed.en,,,,
Author: Dimitris Mylonas: dimitris.mylonas@nulondon.ac.uk,,,,
,,,,
sample_id,colour_name,R,G,B
572,violent pink,217,44,165
587,violetpurple,99,0,194
101,darker purple,127,85,96
109,olive,131,157,111
123,faded pink,238,191,181
200,navy blue,85,126,163
221,dull green,122,190,143
280,green,0,113,63
299,autumn orange,204,132,75
315,sea green,0,168,158
348,aqua green,86,223,197
350,Turquoise,70,223,218
359,pink,238,184,237
421,AQUA GREEN,28,199,142
567,electric blue,128,98,235
1,black,0,0,0
65,brown,71,42,17
67,dark olive,57,49,2
130,peppermint green,165,213,177
183,tan,166,110,70
236,grey pink,212,160,187
254,burgundy,98,13,37
287,purple,119,82,138
385,ochre,197,89,74
424,sky blue,0,190,240
493,yellow,250,194,14
523,orange,255,147,0
541,magenta,167,36,151
561,purple,112,7,165
576,Blue,47,0,160
23,Burnt sienna,87,68,55
37,ice blue,101,128,127
259,DARK BLUE,37,43,100
314,veraman,0,168,147
335,salmon,248,193,104
370,Carmine,139,29,30
389,dark-orange,176,107,1
392,blue,29,128,191
409,orange,242,154,79
415,Lemon yellow,186,180,0
434,pink,236,147,196
458,red,178,47,57
495,fluo yellow,179,217,3
600,purple,127,0,255
26,dull green,57,76,69
111,green,105,160,138
122,pink,235,191,191
189,dull green,110,131,56
198,aqua,45,133,155
316,turquoise,0,167,167
370,crimson,139,29,30
372,royal blue,0,73,141
386,orange,196,92,57
419,Bright green,104,196,96
434,paler pink,236,147,196
436,Pink,247,144,171
488,cerise,208,117,189
505,deeper purple,114,29,140
522,bright pink,213,65,122
578,purple,112,60,216
29,grey purple,69,71,88
44,light olive,181,176,147
62,maroon,76,37,46
179,grey pink,170,104,108
182,Light sienna,169,107,78
183,light umber,166,110,70
284,bluepurple,82,93,151
292,red purple,152,69,97
333,light orange,255,185,122
338,yellow,219,204,86
346,bright teal,100,223,180
356,lavender,199,194,255
403,pink,251,143,159
539,magenta,144,55,175
549,orange red,255,97,20
49,pale blue,172,174,186
76,green,25,51,75
160,mustard,95,67,0
211,salmon,226,158,146
400,Rose pink,179,93,146
416,lemon,171,184,14
442,greeny yellow,181,249,111
465,Violet,131,71,156
483,sky-blue,121,143,233
511,deep peach,219,68,53
514,BLUE,90,115,218
575,pink,252,124,255
587,violet,99,0,194
589,Violet,167,71,244
596,pink,246,53,254
24,sand brown,77,72,52
56,light blue,204,237,221
94,green blue,48,105,116
130,very light mint green,165,213,177
146,marine-blue,0,28,66
272,brown orange,155,72,50
341,ochre yellow,187,213,100
377,Purple,111,43,117
384,light red,197,88,87
392,neon blue,29,128,191
393,blue,67,124,192
393,blue,67,124,192
444,mint green,119,255,166
543,purple pink,187,0,118
555,dark rose,238,93,185
42,warm light grey,192,170,166
141,LIGHT PINK,231,192,199
141,very light pink,231,192,199
162,SHITTY,83,72,0
188,desaturated olive,120,128,48
233,light lilac,182,168,211
248,light cyan,142,248,223
275,brown,140,84,14
329,lilac,189,130,175
362,light saturated pink,255,178,206
372,blue,0,73,141
373,purple blue,54,65,139
497,saturated light green,110,227,99
550,light purple,149,129,255
588,purple,134,86,255
16,Olive green,16,31,26
25,dusty green,64,75,60
49,pale blue,172,174,186
137,pale blue,193,201,228
144,maroon,64,1,21
171,dusty blue,42,73,115
188,green,120,128,48
257,brown,96,23,0
271,brick,157,70,61
279,sage green,34,111,41
299,beige,204,132,75
334,buff,255,188,113
436,pale pink,247,144,171
456,bright pink,176,45,86
539,purple,144,55,175
539,Purple,144,55,175
577,sky-blue,60,75,229
12,brown,45,21,25
15,dark green,22,31,20
53,light peach,246,226,205
112,green,100,160,147
123,Peach,238,191,181
166,dark green,7,83,50
200,light blue,85,126,163
233,lilac,182,168,211
250,sky blue,136,248,241
259,navy blue,37,43,100
343,light green,146,220,136
425,light blue,54,187,244
456,pink,176,45,86
464,purple,120,76,164
491,pink,230,108,145
559,blue,51,48,186
63,purple brown,78,37,38
145,brown,64,4,3
165,DARK GREEN,45,81,26
202,lavender,111,120,164
225,turquoise,97,191,180
249,aqua-blue,139,248,231
255,dark-red,98,16,28
312,green,36,168,131
315,turquoise,0,168,158
327,mauve,170,135,191
341,greenish yellow,187,213,100
358,light pink,222,188,249
367,purple,138,23,66
423,green,0,199,162
468,purple,161,55,126
489,pink,217,113,175
555,pink,238,93,185
571,purple,205,57,183
50,grey,182,172,182
56,pale-sky,204,237,221
66,dark greenbrown,65,46,7
74,prussian blue,0,55,66
103,grey pink,183,138,130
118,grey mouse,154,144,172
163,olive,68,77,0
175,purple,97,57,100
181,Stomach-red-pale,171,105,95
183,light brown,166,110,70
217,light khaki,189,177,93
346,turquoise light,100,223,180
368,red purplish,140,22,55
386,salmon,196,92,57
411,mustard pale,226,164,51
511,salmon,219,68,53
583,Pink-bright,230,86,236
28,greyish blue,55,75,85
109,garbage light,131,157,111
121,pink grey,178,138,147
126,sand pale,223,199,149
140,pale pink,225,193,208
141,light pink,231,192,199
142,deep silk purple,62,2,32
248,neon-sky,142,248,223
301,mustard pale,191,139,54
335,light mustard,248,193,104
350,turquoise light,70,223,218
437,yellowmedium,255,228,80
452,purple,75,18,108
459,porfira red,177,50,43
485,purple pale,168,131,220
533,Pink bright,197,0,85
586,purplish bright blue,55,32,206
14,mars black,33,28,8
22,mid-red-brown,91,66,63
97,Slate grey,91,95,125
108,Khaki green,147,153,99
114,med teal,103,157,166
121,light pastel violet,178,138,147
154,mid maroon,117,51,60
208,deep salmon,166,105,121
208,light pastel maroon,166,105,121
219,pastel green,164,184,104
235,pastel violet,200,163,200
254,maroon,98,13,37
404,light salmon,253,143,148
447,light fluorescent green,53,255,212
505,process purple,114,29,140
559,process blue,51,48,186
574,fluorescent pink,234,17,124
57,aquamarine,203,236,233
103,flesh,183,138,130
133,cyan,151,213,209
193,turquoise,53,137,110
247,bluegreen,150,248,209
263,royal purple,77,28,82
283,dark blue,55,98,152
357,light purple,212,191,255
394,violet,102,118,190
426,cyan,94,182,248
428,sky blue,151,171,249
454,purple,90,0,97
471,pink,234,107,132
472,pink,237,106,119
472,ROSE,237,106,119
475,tangerine,235,112,66
532,purple,68,3,133
592,fuchsia,222,0,197
66,dark brown,65,46,7
114,grey green,103,157,166
122,beige,235,191,191
259,dark blue,37,43,100
390,green,74,138,11
399,purple,171,96,156
401,rose,187,90,132
412,safety yellow,217,168,35
419,green,104,196,96
433,lavender,227,149,208
446,light green,73,255,200
466,purple,142,66,148
545,pinky-orange,255,81,128
574,fuchsia,234,17,124
587,blue,99,0,194
5,grey,97,97,97
7,light grey,148,149,148
53,pale apricot,246,226,205
87,olive,106,97,47
95,teal,59,102,121
107,tan,159,150,96
108,light olive,147,153,99
131,light turquoise,157,214,189
134,light blue,153,212,218
196,turquoise,28,136,136
260,purple,55,38,96
325,lavender,148,142,200
379,fuchsia,125,33,99
390,green,74,138,11
450,Navy,36,36,122
450,navy,36,36,122
478,Pumpkin,211,130,0
535,red,197,0,22
22,chocolate brown,91,66,63
26,forest green,57,76,69
29,dark grey,69,71,88
60,White,235,226,234
103,pink,183,138,130
118,lilac,154,144,172
158,sienna,109,59,24
214,camel,217,165,112
231,Periwinkle,149,177,216
347,sea foam green,93,223,189
356,sky blue,199,194,255
380,Magenta,131,29,88
386,coral,196,92,57
394,blue,102,118,190
425,turquoise,54,187,244
466,violet,142,66,148
538,purple,129,63,183
580,Purple,155,27,193
600,PURPLE,127,0,255
4,dark grey,72,72,72
59,white,226,229,239
61,White,241,225,228
67,dark green,57,49,2
71,dark green,13,56,44
71,DARK GREEN,13,56,44
103,cream red,183,138,130
257,brown,96,23,0
276,light brown,133,87,0
359,cream-red,238,184,237
413,yellow,205,173,17
425,light-blue,54,187,244
505,Purple,114,29,140
546,dark pink,255,81,111
550,Sky blue,149,129,255
577,blue,60,75,229
591,Pink,207,33,215
149,deep purple,46,14,55
158,brown,109,59,24
198,sky blue,45,133,155
225,eau de nil,97,191,180
292,Dusky pink,152,69,97
312,MID GREEN,36,168,131
327,DUSKY MAUVE,170,135,191
356,pale-grey,199,194,255
409,peach,242,154,79
440,bright yellow,227,239,79
446,light green,73,255,200
470,Rose pink,173,47,99
568,mauve,157,88,222
14,green,33,28,8
17,green,10,31,33
17,racing green,10,31,33
23,green,87,68,55
56,Vanilla,204,237,221
79,bluegreen,64,40,67
87,grass green,106,97,47
111,green,105,160,138
238,pink,220,158,172
388,ORANGE,183,102,25
437,yellow,255,228,80
443,light green,152,253,137
451,blue,61,27,115
474,orange pink,238,109,88
483,Blue,121,143,233
60,white,235,226,234
97,purple,91,95,125
121,lavender,178,138,147
125,beige,232,195,159
158,burnt umber,109,59,24
275,raw sienna,140,84,14
294,salmon,210,124,128
330,fuchsia,195,128,166
343,sea green,146,220,136
425,cyan,54,187,244
471,Pink,234,107,132
489,pink,217,113,175
544,warm magenta,193,0,102
589,purple,167,71,244
589,violet,167,71,244
45,pale pistachio green,165,180,154
149,mauve,46,14,55
153,burgundy red,58,5,41
207,pale pink,163,105,127
268,dull rose red,154,69,88
270,dull red,157,69,70
285,purple,99,88,148
300,ochre,199,135,65
319,bright turquoise,0,163,193
429,lilac,172,166,245
495,fluorescent yellow,179,217,3
516,Dark lilac,148,99,202
518,bright pink,177,86,182
525,bright pink,214,148,253
589,bright-lilac,167,71,244
12,Dark red,45,21,25
14,dark brown,33,28,8
32,reddish tan,140,117,114
42,pinkish grey,192,170,166
51,light grey,188,171,174
59,WHITE,226,229,239
71,dark bluegreen,13,56,44
76,cloudy blue,25,51,75
83,dusty red,131,85,79
186,Mustard,143,121,43
203,lavender,131,115,159
335,PEACH,248,193,104
358,violet,222,188,249
465,LILAC,131,71,156
558,lime green,49,233,55
574,hot pink,234,17,124
595,purple,149,3,220
85,brown,125,89,58
90,Green,64,106,80
117,GREY,142,147,175
117,light grey,142,147,175
120,Pale dull pink,172,139,156
212,pale orange,225,160,128
247,light mint,150,248,209
270,red,157,69,70
280,forest green,0,113,63
305,chartreuse,157,153,30
483,light blue,121,143,233
485,lilac,168,131,220
536,blue,64,84,202
592,hot pink,222,0,197
594,indigo,119,43,234
30,mauve grey,82,67,83
98,mauve,104,91,122
138,pale grey,206,197,225
155,brick red,117,51,53
172,mid blue,62,68,115
196,turquoise,28,136,136
199,azure,59,131,159
218,khaki,173,181,97
241,pale yellow,244,231,139
300,golden-orange,199,135,65
332,PINK,205,125,145
390,grass green,74,138,11
400,purple,179,93,146
539,Bright-purple,144,55,175
584,bright pink,244,76,218
53,off white,246,226,205
54,pale-yellowcream,235,230,196
151,black,53,9,48
166,dark green,7,83,50
168,dark green,0,84,63
250,french blue,136,248,241
258,DARK BLUE,0,49,103
332,pale red,205,125,145
340,yellow,200,210,92
357,lilac,212,191,255
357,lilac,212,191,255
427,mid blue,120,178,249
447,turquoise,53,255,212
556,bright pink,248,87,163
557,cerise,255,83,147
4,grey,72,72,72
6,Grey,122,122,122
24,brown,77,72,52
58,cyan,213,232,239
88,green,95,101,51
202,blue,111,120,164
256,red,98,18,18
284,blue,82,93,151
293,PINK,208,125,137
327,violet,170,135,191
328,purple,181,132,183
412,yellow,217,168,35
415,yellow,186,180,0
500,pink,255,172,255
572,pink,217,44,165
7,grey,148,149,148
20,dark blue,37,23,40
73,dark-cyan,0,56,59
79,dark bluegrey,64,40,67
107,pale yellow,159,150,96
304,khaki yellow,166,150,30
305,greenish yellow,157,153,30
305,lime,157,153,30
316,cyan,0,167,167
341,light greenish yellow,187,213,100
389,yelloworange,176,107,1
430,Pale-bluepurple,189,161,237
500,PALE PINK,255,172,255
504,Dark lavender,103,38,147
533,rose red,197,0,85
571,light purple,205,57,183
580,purple,155,27,193
593,blue,62,64,250
29,dark green,69,71,88
71,Dark green,13,56,44
114,turquoise,103,157,166
134,light blue,153,212,218
191,green,69,136,95
268,wine red,154,69,88
323,sky blue,112,150,204
408,orange,249,150,94
420,green,68,198,122
462,ocean blue,72,90,177
522,lilac red,213,65,122
538,Purple,129,63,183
577,blue,60,75,229
595,lilac,149,3,220
599,Lilac,199,9,250
87,dark strong yellowish green,106,97,47
100,dark weak purple,121,86,107
158,deep rich brown,109,59,24
162,very dark grey,83,72,0
211,light weak red,226,158,146
214,faded orange,217,165,112
218,Light moderate yellowgreen,173,181,97
233,light bluish grey,182,168,211
243,light weak greenish yellow,219,238,145
255,dark reddish brown,98,16,28
312,medium moderate bluish green,36,168,131
372,dark moderate blue,0,73,141
454,deep strong purple,90,0,97
487,light moderate purple,197,121,200
562,rich pink,239,2,105
3,black,49,49,49
86,umber,116,94,51
88,olive,95,101,51
107,gold,159,150,96
114,greyish blue,103,157,166
139,light pink,218,194,217
195,dark bluish green,35,136,130
201,Greyish blue,97,124,164
238,Rose,220,158,172
276,reddish brown,133,87,0
302,ochre,183,143,44
373,dark blue,54,65,139
373,deep blue,54,65,139
420,green,68,198,122
427,blue,120,178,249
443,green,152,253,137
542,Deep pink,178,21,136
564,orange,243,7,60
118,mauve,154,144,172
173,purple,84,62,109
206,dull pink,158,107,136
213,light orange,221,163,119
217,acid green,189,177,93
217,mustard yellow,189,177,93
222,pale viridian,113,191,153
278,green,57,109,20
302,ochre,183,143,44
363,very dark blue,24,14,84
370,Darkish red,139,29,30
499,bright viridian,0,231,160
524,vivid green,52,202,56
532,deep blue,68,3,133
588,bright-purplish-blue,134,86,255
22,Chocolate,91,66,63
176,mauve,107,54,88
271,just red,157,70,61
317,blueturquoise   mid,0,166,177
342,lime green,166,217,117
349,hospital green,76,223,207
390,Grass green,74,138,11
407,bright orangey salmon pink,253,146,108
434,bright pink,236,147,196
434,bubblegum pink,236,147,196
454,perfect purple,90,0,97
461,very blue,0,98,178
4,MID GREY,72,72,72
156,Puce,117,52,47
174,lavender,91,60,104
250,mint-green,136,248,241
273,tan,151,76,38
292,madder,152,69,97
325,lilac,148,142,200
325,Mauve,148,142,200
376,mid purple,103,48,123
392,blue,29,128,191
431,pink,201,158,230
451,purple,61,27,115
453,light purple,83,9,103
510,salmon,220,65,74
511,orange,219,68,53
557,fuchsia,255,83,147
593,violet,62,64,250
15,black,22,31,20
25,Forest green,64,75,60
88,swamp green,95,101,51
92,dark teal,49,106,97
103,rose,183,138,130
125,peach,232,195,159
126,peach,223,199,149
184,dark orange,162,112,62
184,orange,162,112,62
192,teal,59,137,104
309,green,93,165,88
463,violet,101,82,172
487,pink,197,121,200
554,Magenta,226,100,203
576,blue,47,0,160
595,Bluish purple,149,3,220
62,dark-grey,76,37,46
70,dark-green,21,56,38
111,lilac,105,160,138
138,mauve,206,197,225
157,brown,114,56,32
180,rust,171,104,101
222,green,113,191,153
234,mauve,190,166,207
264,purple,82,25,78
275,tan,140,84,14
359,Light mauve,238,184,237
422,green,0,199,152
503,Purple,83,48,156
531,dark blue,41,22,141
535,red,197,0,22
136,BLUE,179,205,228
138,purple,206,197,225
138,purple,206,197,225
178,red,114,51,74
202,blue,111,120,164
237,pink,217,159,178
351,Blue,67,222,227
354,blue,97,216,255
406,pink,255,144,124
413,yellow,205,173,17
453,purple,83,9,103
478,Orange,211,130,0
489,pink,217,113,175
493,yellow,250,194,14
539,purple,144,55,175
595,purple,149,3,220
7,grey,148,149,148
42,flesh,192,170,166
66,black,65,46,7
122,flesh,235,191,191
158,light brown,109,59,24
190,green,96,133,69
253,brown,97,14,46
319,light blue,0,163,193
411,mustard yellow,226,164,51
424,light blue,0,190,240
491,Plum,230,108,145
501,blue,31,0,101
537,blue,106,73,193
537,blue,106,73,193
8,grey,175,175,175
14,Black,33,28,8
34,olive,128,123,98
133,teal,151,213,209
206,pink,158,107,136
213,peach,221,163,119
347,Teal,93,223,189
353,sky-blue,81,218,249
385,red,197,89,74
403,pink,251,143,159
463,purple,101,82,172
475,orange,235,112,66
516,PURPLE,148,99,202
533,red,197,0,85
565,red,239,31,29
565,red,239,31,29
571,pink,205,57,183
591,fuchsia,207,33,215
72,dark green,3,56,51
96,bluish-grey,74,99,124
97,bluish grey,91,95,125
129,GREENISH YELLOW,183,211,159
191,green,69,136,95
359,pink,238,184,237
378,dark purple,118,39,110
391,Green,42,141,47
401,magenta,187,90,132
453,dark purple,83,9,103
456,Light bordeaux red,176,45,86
474,Orange,238,109,88
522,magenta,213,65,122
536,light blue,64,84,202
552,purple,194,115,233
555,magenta,238,93,185
578,dark purple,112,60,216
589,dark purple,167,71,244
589,magenta,167,71,244
4,Grey,72,72,72
29,dark grey,69,71,88
41,liver,137,118,122
115,greyish blue,114,155,172
144,brown,64,1,21
163,olive,68,77,0
192,bluish green,59,137,104
213,salmon,221,163,119
225,light blue,97,191,180
246,Light turquoise,156,248,201
355,sky blue,117,213,255
362,Pink,255,178,206
363,dark blue,24,14,84
375,PURPLE,93,52,129
427,sky blue,120,178,249
466,mauve,142,66,148
501,dark blue,31,0,101
104,skin pink,182,139,119
196,emerald,28,136,136
196,petrol-green,28,136,136
211,peach,226,158,146
228,cyan,104,187,207
254,cardinal red (bordeaux),98,13,37
281,Blue,0,104,149
294,Pink,210,124,128
298,brick,209,129,87
342,pea green,166,217,117
385,Dark orange,197,89,74
389,ochre,176,107,1
503,indigo,83,48,156
546,post it pink,255,81,111
561,Violet,112,7,165
13,dark brown,42,24,12
117,pale blue,142,147,175
194,Darkish green,42,137,122
197,turquoise,33,134,150
242,pale yellow,229,236,141
253,wine,97,14,46
273,ochre,151,76,38
291,wine,148,70,106
307,green,132,159,50
323,Navy,112,150,204
326,lilac,160,138,197
474,ochre,238,109,88
516,Purple,148,99,202
59,white,226,229,239
70,forest green,21,56,38
89,sage,79,104,64
123,peach,238,191,181
142,plum,62,2,32
224,bluegreen,100,191,172
224,cyan,100,191,172
228,powder blue,104,187,207
250,light bluegreen,136,248,241
268,Light plum,154,69,88
276,golden-brown,133,87,0
300,light orange,199,135,65
304,Yellowgreen,166,150,30
321,light blue,71,157,201
425,baby blue,54,187,244
477,school bus yellow,221,124,21
561,purple,112,7,165
6,grey,122,122,122
26,pale green,57,76,69
49,grey,172,174,186
58,light azure,213,232,239
63,NOISETTE,78,37,38
70,olive green,21,56,38
96,grey,74,99,124
138,grey,206,197,225
159,brown,105,62,17
161,Umbra,89,70,0
184,light brown,162,112,62
316,turquoise,0,167,167
450,blue,36,36,122
479,grass green,90,168,0
500,rose,255,172,255
520,pink,199,74,156
98,bluegrey,104,91,122
159,Khaki,105,62,17
171,dull blue,42,73,115
194,bluish green,42,137,122
242,PALE YELLOW,229,236,141
267,mauve,93,18,59
334,BUFF,255,188,113
362,pink,255,178,206
400,purple,179,93,146
412,yelloworange,217,168,35
422,light-green,0,199,152
534,red,199,0,45
557,Crimson,255,83,147
19,Navy,26,27,43
210,light pink,225,158,153
216,TAN,196,174,94
298,peach,209,129,87
419,green,104,196,96
419,lime,104,196,96
445,ceal,90,255,189
460,orange,174,56,17
483,periwinkle,121,143,233
494,sunshine yellow,236,200,0
525,pink,214,148,253
567,Light purled,128,98,235
574,Pink,234,17,124
19,dark blue,26,27,43
21,BLACK,43,22,33
21,black,43,22,33
56,light green,204,237,221
89,green,79,104,64
145,brown,64,4,3
191,green,69,136,95
196,cyan,28,136,136
311,turquoise,50,168,123
338,yellow,219,204,86
380,purple,131,29,88
390,green,74,138,11
453,purple,83,9,103
475,Orange,235,112,66
487,purple,197,121,200
543,Pink,187,0,118
563,red,242,0,86
35,green,114,126,106
103,brown,183,138,130
122,PINK,235,191,191
175,Purple,97,57,100
199,blue,59,131,159
209,peach,223,158,159
213,peach,221,163,119
347,turquoise,93,223,189
370,Deep red,139,29,30
462,blue,72,90,177
484,blue,148,137,228
490,Pink,226,110,158
500,pink,255,172,255
511,orange,219,68,53
531,blue,41,22,141
116,light grey blue,127,151,174
171,dusk blue,42,73,115
214,peach skin tone,217,165,112
246,Pastel-green,156,248,201
248,light pastel green,142,248,223
260,dark purple,55,38,96
260,deep purple,55,38,96
269,mauve pink,156,69,80
369,dark coral red,140,24,42
416,Yellowgreen,171,184,14
426,Light blue,94,182,248
453,just-purple-,83,9,103
511,coral red,219,68,53
524,tv-screen-green,52,202,56
576,purple  blue,47,0,160
44,warm grey,181,176,147
63,chestnut,78,37,38
113,light forest green,98,159,158
116,light bluegrey,127,151,174
158,brown,109,59,24
196,blueforest green,28,136,136
239,tan,255,226,146
282,dark cornflower blue,29,101,151
337,tan,228,201,89
364,navy blue,40,7,78
449,sea foam green,0,255,235
458,light burgundy red,178,47,57
555,bubblegum pink,238,93,185
3,Charcoal grey,49,49,49
138,white,206,197,225
139,PALE ROSE,218,194,217
217,lime green,189,177,93
217,lime-green,189,177,93
228,pale blue,104,187,207
235,Pale rose,200,163,200
456,Cerise,176,45,86
477,orange,221,124,21
485,lilac,168,131,220
492,Buttercup yellow,255,189,41
515,ultra violet,125,106,212
574,magenta,234,17,124
87,deep ochre,106,97,47
93,charcoal grey,46,106,107
148,black,41,16,58
241,Mustard yellow,244,231,139
275,brown,140,84,14
287,bluemauve,119,82,138
293,Deep pink,208,125,137
360,pale-lilac,246,182,228
404,salmon pink,253,143,148
436,rose,247,144,171
436,rose pink,247,144,171
450,blue,36,36,122
461,royal blue,0,98,178
465,Purple,131,71,156
504,purple blue,103,38,147
547,red rose,255,84,91
599,Violet,199,9,250
26,greeny grey,57,76,69
93,turquoise,46,106,107
120,pink,172,139,156
165,Green,45,81,26
165,green,45,81,26
200,Blue,85,126,163
207,pink,163,105,127
230,blue,138,179,215
301,mustard yellow,191,139,54
354,blue,97,216,255
374,violet,78,58,135
409,yellow,242,154,79
468,fuchsia,161,55,126
530,lime green,112,255,99
557,shocking pink,255,83,147
567,purple,128,98,235
595,purple,149,3,220
32,grey,140,117,114
40,grey,130,119,131
96,blue,74,99,124
132,green,152,214,198
152,purple,56,7,45
202,blue,111,120,164
277,green,79,106,0
283,blue,55,98,152
298,peach,209,129,87
387,brown,191,96,42
391,green,42,141,47
464,purple,120,76,164
464,purple,120,76,164
498,Green,55,230,134
529,green,161,254,46
585,pink,255,63,196
52,PEACH,244,225,221
69,green,34,54,26
138,light purple,206,197,225
143,dark green,63,1,27
185,brown,150,118,48
200,blue,85,126,163
213,puce,221,163,119
223,turquoise,108,191,160
233,mauve,182,168,211
359,pink,238,184,237
421,light green,28,199,142
445,turquoise,90,255,189
467,purple,152,60,138
487,pink,197,121,200
583,pink,230,86,236
586,blue,55,32,206
35,green,114,126,106
39,grey,119,122,136
52,white,244,225,221
56,green,204,237,221
75,blue,5,53,72
86,yellow,116,94,51
86,yellow,116,94,51
151,black,53,9,48
156,red,117,52,47
241,yellow,244,231,139
361,pink,254,180,218
365,blue,50,0,73
371,Red,137,33,16
453,purple,83,9,103
516,purple,148,99,202
579,purple,139,44,204
28,dark-grey,55,75,85
45,greenish grey,165,180,154
146,graphite   bluish,0,28,66
178,Red brown,114,51,74
180,carnation,171,104,101
254,maroon,98,13,37
279,green,34,111,41
279,green darkish,34,111,41
349,waterlight blue,76,223,207
433,dull pink,227,149,208
448,bright water blue,23,255,222
473,SALMON,238,107,105
480,BRIGHT GREEN,47,171,52
495,pistachio green,179,217,3
521,fuchsia,209,68,136
563,bright salmon,242,0,86
10,warm white,229,229,229
10,white,229,229,229
111,Jade,105,160,138
143,burnt umber,63,1,27
147,prussian blue,22,23,65
206,dusky pink,158,107,136
236,mauve,212,160,187
243,Primrose,219,238,145
279,green,34,111,41
320,turquoise,47,160,198
343,pistachio,146,220,136
364,indigo,40,7,78
432,pink,218,153,218
494,Yellow,236,200,0
544,magenta,193,0,102
75,Dark grey,5,53,72
139,light violet,218,194,217
176,Violet,107,54,88
185,Yellowbrown,150,118,48
230,sky blue,138,179,215
272,Bright brown,155,72,50
307,yellowgreen,132,159,50
375,dark indigo,93,52,129
383,dull red,196,87,99
384,pale-orange,197,88,87
393,light blue,67,124,192
448,light cyan,23,255,222
470,dull red,173,47,99
518,BRIGHT VIOLET,177,86,182
521,bright magenta,209,68,136
565,red,239,31,29
566,light blue,77,109,247
49,Grey,172,174,186
52,white,244,225,221
105,tan,178,142,109
158,brown,109,59,24
167,forest green,0,84,57
232,baby blue,163,173,216
267,wine,93,18,59
275,caramel,140,84,14
375,violet,93,52,129
411,marigold,226,164,51
463,indigo,101,82,172
468,rose,161,55,126
507,red-violet,133,0,124
547,melon,255,84,91
581,magenta,171,0,180
598,blue,61,0,225
41,mauve,137,118,122
45,spoiled egg,165,180,154
158,Chestnut brown,109,59,24
158,chestnut brown,109,59,24
172,dark blue,62,68,115
235,soft-pink,200,163,200
312,Bluegreen,36,168,131
318,ocean blue,0,165,185
381,burgundy,135,26,77
413,mustard-yellow,205,173,17
426,ocean blue,94,182,248
443,sea green,152,253,137
480,grassy green,47,171,52
525,lavender,214,148,253
566,light blue,77,109,247
571,fuchsia,205,57,183
590,super purple,186,58,231
13,Brown,42,24,12
36,Glass green,104,128,118
40,light violet,130,119,131
77,dark blue,44,47,76
146,bluenavy,0,28,66
176,purple,107,54,88
211,skin pink,226,158,146
229,turquoise,114,185,211
236,Pink,212,160,187
264,violet,82,25,78
284,bluepastel,82,93,151
350,cyan,70,223,218
368,red,140,22,55
398,violet,162,100,165
416,acid green,171,184,14
511,Light red,219,68,53
589,purple,167,71,244
8,grey,175,175,175
46,mint green,153,181,169
55,cream,219,234,203
94,teal,48,105,116
114,blue,103,157,166
215,orange,205,171,99
226,turquoise,95,190,187
235,LAVENDER,200,163,200
249,aquamarine,139,248,231
333,sherbet,255,185,122
413,yellow,205,173,17
426,blue,94,182,248
471,pink,234,107,132
471,pink,234,107,132
513,blue,0,125,220
575,pink,252,124,255
600,light purple,127,0,255
52,very pale pink,244,225,221
63,deep brown plum,78,37,38
63,plummy brown,78,37,38
73,very dark grey,0,56,59
79,DARK PLUM,64,40,67
134,aqua,153,212,218
160,brown,95,67,0
268,browny pink,154,69,88
286,mid violet,111,85,143
352,TURQUOISE,70,220,237
370,deep pink terracotta,139,29,30
398,violet,162,100,165
461,mid-blue,0,98,178
508,deep pink,217,64,107
563,VERY BRIGHT PINK,242,0,86
580,very bright violet,155,27,193
53,light peach,246,226,205
70,green,21,56,38
77,purple,44,47,76
98,purple,104,91,122
132,green,152,214,198
181,red,171,105,95
202,purple,111,120,164
251,pink,255,216,255
278,green,57,109,20
279,green,34,111,41
307,green,132,159,50
346,green,100,223,180
347,aqua,93,223,189
383,tomato red,196,87,99
451,purple,61,27,115
488,pink,208,117,189
584,Pink,244,76,218
4,dark green,72,72,72
4,dark-green,72,72,72
5,dark grey,97,97,97
17,dark green,10,31,33
36,dark green,104,128,118
97,bluenavy,91,95,125
120,light purple,172,139,156
128,yellowgreen,201,206,147
135,light blue,163,209,225
164,green,59,79,11
334,peach,255,188,113
337,dark yellow,228,201,89
426,cyan,94,182,248
452,purple,75,18,108
482,blue,72,152,235
15,black,22,31,20
15,deep-olive-green,22,31,20
146,PTHALO BLUE,0,28,66
152,magenta,56,7,45
161,ochre,89,70,0
216,sienna,196,174,94
257,rust,96,23,0
303,mustard yellow,174,147,35
318,cerulean blue,0,165,185
334,flesh,255,188,113
420,leaf green,68,198,122
442,kiwi   lime green,181,249,111
476,burnt-orange,229,118,46
477,pumpkin,221,124,21
493,Deep yellow,250,194,14
22,light brown,91,66,63
232,grey,163,173,216
235,peach,200,163,200
249,blue,139,248,231
267,maroon,93,18,59
315,turquoise,0,168,158
327,violet,170,135,191
412,orange,217,168,35
426,light blue,94,182,248
435,pink,243,145,181
446,light blue,73,255,200
453,lavender,83,9,103
467,light purple,152,60,138
550,lavender,149,129,255
570,purple,192,68,198
36,muddy green,104,128,118
